,name,adress,website,phone
556,Containment Haunted House,"1320 Blairs Bridge RaodLithia Springs, GA 30122",https://www.containmenthauntedhouse.com/,['770-765-5334']
557,Escape Woods,"628 Sleepy Hollow RoadPowder Springs, GA 30127",https://www.escapewoods.com/our-escapes,['770-880-8846']
558,The Ghastly Dreadfuls,"1404 Spring St. NW at 18thAtlanta, GA 30309",http://www.findahaunt.com/boo/?s=http://www.puppet.org/buy-tickets/2019-20/the-ghastly-dreadfuls/,[]
559,Grimm-Hurst Manor Haunt,"2539 Riggs DrAtlanta, GA 30344",http://www.findahaunt.com/boo/?s=http://www.youtube.com/goingoneouttamind,[]
560,Fear the Woods,"3565 Hwy. 155 N.Stockbridge, GA 30281",http://www.findahaunt.com/boo/?s=http://fearthewoods.com,['770-954-9356']
561,Lot 13 Haunted House - Wicked South Productions,"580 Ralph Rahn RoadRincon, GA 31326",https://wickedsouthproductions.com/,['912-596-7639']
562,The Haunted Forest at the Clubhouse,"2704 Old Register RdStatesboro, GA 30458",https://www.facebook.com/hauntedforestgsu/,[]
563,Davisboro Haunted Manor,"211 N Main StreetDavisboro, GA 31018",http://www.findahaunt.com/boo/?s=http://hauntedmanorofdavisboro.com/,['478-232-1446']
564,Haunted Montrose,"1702 Second StreetMontrose, GA 31065",http://www.findahaunt.com/boo/?s=http://www.hauntedmontrose.com/,['478-246-4687']
565,E. L.Cravin's Haunted Funeral Parlor,"221 Main StBlackshear, GA 31516",https://thehauntedparlor.com/,['912-288-5308']
566,Terror Mills Haunted House,"801 Mt Vernon Church Rd Jackson, GA 30233",http://www.findahaunt.com/boo/?s=http://www.terrormills.com,['678-371-0957']
567,Camp Blood,"2277 Whooping Creek RoadCarrollton, GA 30116",https://www.campblood.com/,['770-854-2267']
568,Phobia Factory ,"455 W College StreetColumbiana, AL 35051",https://www.phobiafactory.com/,['205-246-7789']
569,Montgomery Humane Society's Annual Haunted House,"1150 John Overton DriveMontgomery, AL 36110",https://www.facebook.com/mhshaunt4paws,['334-409-0622']
570,Amelia Island Museum Ghost Tours,"801 Atlantic AvenueFernandina Beach, FL 32034",https://ameliamuseum.org/ghost-tour-tour/,[]
571,Haunted Trail at Conner's A-Maize-Ing Acres,"19856 County Road 121Hilliard, FL 32046",http://www.findahaunt.com/boo/?s=http://connerscornmaze.com/,['904-879-5453']
572,Greenville Haunted Firehouse,"1198 Norman RdGreenville, AL 36037",http://www.findahaunt.com/boo/?s=http://www.greenvillehauntedfirehouse.com,[]
573,GFWC Sebastian River Junior Woman's Club Haunted House,"1036 Main StreetSebastian, FL 32958",http://www.findahaunt.com/boo/?s=http://www.sebastianhauntedhouse.org,['772-925-9235']
574,Ghosts of Milton Walking Tour,"6866 Caroline StMilton, FL 32570",http://www.findahaunt.com/boo/?s=http://santarosahistoricalsociety.com/ghostwalk.htm,['850-529-1016']
575,Fright Nights at the South Florida Fairgrounds,"9067 Southern BlvdWest Palm Beach, FL 33411",http://www.findahaunt.com/boo/?s=http://www.myfrightnights.com/,['561-793-0333']
576,Enigma Haunt,"1751 N. Military TrailBoca Raton, FL 33486",http://www.findahaunt.com/boo/?s=http://www.enigmahaunt.com/,[]
577,Paranoia Horror Maze,"2602 NW 5th AveMiami, FL 33127",http://www.findahaunt.com/boo/?s=http://www.paranoiamiami.com,['305-833-5998']
578,Distorted Dreams Haunt,"9067 Southern BlvdWest Palm Beach, FL 33341",http://www.findahaunt.com/boo/?s=http://www.distorteddreamshaunt.com,[]
579,Shriek Week at Sugar Sand Park,"300 South Military TrailBoca Raton, FL 33432",https://sugarsandpark.org/shriek-week,['561-347-3900']
580,Fort Lauderdale Ghost Tours,"600 E Las Olas BlvdFort Lauderdale, FL 33301",http://www.findahaunt.com/boo/?s=http://www.ftlghost.com/,['954-290-9328']
581,Monster Splash at Miami Seaquarium,"4400 Rickenbacker CausewayMiami, FL 33149",https://www.miamiseaquarium.com/monstersplash,['305-361-5705']
582,Spooky Adventures Freak Show,"12450 SW 152nd StreetMiami, FL 33137",https://www.goldcoastrailroadmuseum.org/,['305-253-0063']
583,Seward Farms Field of Fright & Corn Maze,"10836 Tanner Williams RoadLucedale, MS 39452",https://www.sewardfarms.com/,[]
584,Fruitville Grove's Pumpkin Festival,"7410 Fruitville RdSarasota, FL 34240",https://www.fruitvillegrove.com/,[]
585,Smuggler's Haunting on the Harbor Halloween Festival & Haunted House,"At the corner of US 41 & US 17 inPunta Gorda, FL 33950",http://www.findahaunt.com/boo/?s=http://www.puntagordahaunting.com,['941-637-5953']
586,A Nightmare on Third Street,"13431 Third StreetFort Myers, FL 33905",http://www.findahaunt.com/boo/?s=http://www.anightmareonthirdstreet.com,[]
587,Terror On 20Th,"2812 SW 20th AveCape Coral, FL 33914",http://www.findahaunt.com/boo/?s=http://www.terroron20th.com,['239-565-3220']
588,Freaks of Nature Haunted Walk,"3450 Ortiz AvenueFort Myers, FL 33993",http://www.findahaunt.com/boo/?s=http://calusanature.org/haunted-walk/,['239-275-3435']
589,Southern Promiseland Farm Corn Maze & Pumpkins,"1212 Raygan LaneKiln, MS 39556",http://www.findahaunt.com/boo/?s=http://southernpromiseland.com/,['228-255-4866']
590,Psycho Path,"28 Buffalo Hill RdEllisville, MS 39437",cannot find,['601-641-1757']
591,Tupelo Buffalo Park & Zoo Pumpkin Patch,"2272 North Coley RoadTupelo, MS 38803",http://www.findahaunt.com/boo/?s=http://www.tupelobuffalopark.com/,['662-844-8709']
592,Lazy Acres Pumpkin Patch and Corn Maze,"596 Lazy Acres RoadChunky, MS 39323",https://www.lazy-acres.com/,['833-327-6386']
593,Derailed Haunted House,"4385 Highway 57 WestRamer, TN 38367",http://www.findahaunt.com/boo/?s=http://www.derailedhauntedhouse.com/,['731-610-7969']
594,Pumpkin Patch Farms,"2100 cr 805Blue Mountain, MS 38610",https://pumpkinpatchfarms.com/,['662-685-4328']
595,Haunted Holly Springs Ghost Walking Tours,"144 S Memphis StHolly Springs, MS 38635",http://www.findahaunt.com/boo/?s=http://www.hauntedhollysprings.com/,['901-355-8891']
596,Brownlee Farms Pumpkin Patch and Maze,"314 Skating Rink RoadRed Banks, MS 38661",http://www.findahaunt.com/boo/?s=http://brownleefarms.com/brownlee-farms-pumpkin-patch-maze.htm,['901-626-0855']
597,Zombie Daze,"2739 Hohammer RdHolladay, TN 38341",http://www.findahaunt.com/boo/?s=http://www.zombiedaze.com,['731-924-3400']
598,Nashville Nightmare,"1016 Madison SquareMadison, TN 37115",https://nashvillenightmare.com/,['615-933-5377']
599,Devil's Dungeon,"510 Davidson StreetNashville, TN 37213",http://www.findahaunt.com/boo/?s=http://devilsdungeon.net/,['615-256-0053']
600,Zombie Trail Paintball,"1533 Mason Grove RoadHumboldt, TN 38343",http://www.findahaunt.com/boo/?s=http://zombietrailpaintball.com,['731-487-1661']
601,Camp Blood,"1533 Mason Grove RoadHumboldt, TN 38343",http://www.findahaunt.com/boo/?s=http://www.campbloodtn.com/,['731-487-1661']
602,The 13th Realm,"10486 Route 220Atwood, TN 38220",http://www.findahaunt.com/boo/?s=http://www.the13threalm.com/,['731-662-4433']
603,Bloody Acres Haunted Woods,"318 Big Station Camp BlvdGallatin, TN 37066",https://bloodyacres.webs.com/,['615-974-8589']
604,The Dark Zone Haunted House,"217 Woodgate Dr SouthBrandon, MS 39042",http://www.findahaunt.com/boo/?s=http://www.thedarkzone.net,['601-212-6364']
605,Skeleton's Lair Scream Park,"48 Locketts DreamScottsville, KY 42164",https://www.skeletonslair.com/,['270-622-8171']
606,Raven's Cross Haunted Village,"907 Mammoth Cave Rd Cave City, KY 42127",http://www.findahaunt.com/boo/?s=http://www.ravenscrosshauntedvillage.com,['270-773-7083']
607,Terror on the Trail #12,"1445 State Route 416 EastHenderson, KY 42420",http://www.findahaunt.com/boo/?s=http://www.terroronthetrail.org,['270-577-6159']
608,Hill of Terror,"3666 Priceville RoadBonnieville, KY 42713",http://www.findahaunt.com/boo/?s=http://www.hillofterror.com/,['270-537-5380']
609,Sinister Tombs Haunted House,"3246 Meeting Creek Rd.Eastview, KY 42732",http://www.findahaunt.com/boo/?s=http://www.sinistertombs.com,['270-862-3323']
610,Zombie Paintball Hayride and THE WOODS,"4625 Leitchfield RdCecilia, KY 42724",https://www.thomasdairyfarmandmarketky.com/,['270-401-2524']
611,Haunted Gallatin Ghost Walk,"122 West Franklin StGallatin, TN 37066",http://www.findahaunt.com/boo/?s=http://www.gallatinghostwalk.blogspot.com/,['615-512-5299']
612,Zombie Farm,"5466 Vann RdNewburgh, IN 47630",https://www.zombiefarm.net/,['812-853-0700']
613,The Haunted Theater,"306 W. Main StreetBlytheville, AR 72315",http://www.findahaunt.com/boo/?s=http://thehauntedtheater.weebly.com/,['870-762-1744']
614,Jones Orchard Farm Fall Fun & Corn Maze,"6880 Singleton ParkwayMillington, TN 38053",https://jonesorchard.com/,['901-872-0703']
615,The Mid-South Maze,"7777 Walnut Grove RoadMemphis, TN 38120",https://www.midsouthmaze.com/,['901-870-6338']
616,Hauntedweb of Horrors,"2665 South Perkins RoadMemphis, TN 38118",http://www.findahaunt.com/boo/?s=http://www.hauntedweb.com/,['901-870-7275']
617,Backbeat Ghost Tours The Haunted Side of Memphis,"143 Beale StMemphis, TN 38103",https://www.backbeattours.com/tours/ghost.cfm,['901-527-9415']
618,Cedar Hill Farm's Haunted Hayride,"8 Love RdHernando, MS 38632",http://www.findahaunt.com/boo/?s=http://halloween.gocedarhillfarm.com/,[]
619,Field of Screams,"132 Darnall AveBrandenburg, KY 40108",http://www.findahaunt.com/boo/?s=http://www.thefieldofscreams.net/,['270-828-6799']
620,Wicked World Scaregrounds,"5817 Tates Creek RoadNicholasville, KY 40356",https://www.wickedworldscaregrounds.com/,['859-621-3270']
621,Devine's Corn Maze & Pumpkin Patch,"623 Talmage-Mayo RoadHarrodsburg, KY 40330",https://www.devinescornmaze.com/,['859-613-6900']
622,Fright Nights at Jacobson Park,"Jacobson ParkLexington, KY 40509",https://www.frightnightsky.com/,['859-421-0883']
623,The Haunting of Chittyville School,"401 Chittyville Rd.Herrin, IL 62948",https://www.chittyville.com/,['618-942-6111']
624,Fear Factory 501,"25120 HWY 107jacksonville, AR 72026",http://www.findahaunt.com/boo/?s=http://www.fearfactory501.com,['501-912-7976']
625,Haunted Hotel,cannot find,http://www.findahaunt.com/boo/?s=http://thehauntedhotelofarkansas.com/,['501-804-8883']
626,Haunted Tours of Little Rock,"503 East 9thStreetLittle Rock, AR 72202",http://www.findahaunt.com/boo/?s=http://www.hauntedtoursoflittlerock.com/,['501-681-3857']
627,Arkansas Paranormal Expo,"MacArthur Museum of Arkansas Military History  503 East NinthLittle Rock, AR 72202",http://www.findahaunt.com/boo/?s=http://www.arkansasparanormalexpo.com/,['501-376-4602']
628,House of the Haunted Fields,"2744 Fairchilds Rd.Raymond, MS 39154",http://www.findahaunt.com/boo/?s=http://houseofthehauntedfields.blogspot.com,['662-607-7708']
629,Cajun Country Corn,"40833 LA-16Franklinton, LA 70422",http://www.findahaunt.com/boo/?s=http://www.cajuncountrycorn.com/,['225-939-8305']
630,The Haunted House of Sheridan,"205 North MainSheridan, AR 72150",https://www.facebook.com/GrantCountyResource/,['870-942-7373']
631,Reaper Haunted House,"6016 Crystal Hill Rd.North Little Rock, AR 72118",http://www.findahaunt.com/boo/?s=http://www.arreaper.com,['501-400-3116']
632,New Orleans Nightmare Haunted House,"319 Butterworth St.Jefferson, LA 70121",https://www.neworleansnightmare.com/,['504-224-9140']
633,French Quarter Phantoms Tours,"718 North Rampart StreetNew Orleans, LA 70116",https://www.frenchquarterphantoms.com/,['504-666-8300']
634,Mortuary Haunted House,"4800 Canal St.New Orleans, LA 70119",https://themortuary.net/,['504-483-2350']
635,Boo at the Zoo,"6500 Magazine StreetNew Orleans, LA 70118",https://audubonnatureinstitute.org/,['504-581-4629']
636,The Devil's Attic,"647 W Hill St.Louisville, KY 40208",http://www.findahaunt.com/boo/?s=http://www.thedevilsattic.com,['502-292-7738']
637,Grim Trails,"12009 Rehl RoadJeffersontown, KY 40299",http://www.findahaunt.com/boo/?s=http://www.grimtrails.com/,['502-594-7624']
638,Anderson Hotel Haunted House,"118 S Main StreetLawrenceburg, KY 40342",http://www.findahaunt.com/boo/?s=http://hauntedlawrenceburg.com/,['502-604-3725']
639,Fear Fair,"800 A AvenueSeymour, IN 47274",https://fearfair.com/,['812-567-3327']
640,When Darkness Falls Haunted trail,"3989 South 525 EastColumbus, IN 47203",https://www.ceradarkness.org/,['812-377-5849']
641,Forbidden Hollows Haunted Farm,"639 Anderson RdBedford, IN 47421",https://forbiddenhollows.com/,['812-797-8178']
642,The Haunting at Shireman Homestead,"7060 West 200 NorthColumbus, IN 47201",https://www.shiremanhomestead.com/the-haunting,['812-372-2946']
643,Highway 50 Fright Field,"11294 US-50North Bend, OH 45052",https://highway50frightfield.com/,['513-353-0284']
644,The Dent Schoolhouse,"5963 Harrison AveCincinnati, OH 45248",https://frightsite.com/,[]
645,USS Nightmare,"101 Riverboat RowNewport, KY 41071",http://www.findahaunt.com/boo/?s=http://www.ussnightmare.com/,['859-740-2293']
646,Days Of The Dead Louisville,"830 Philips LaneLouisville, KY 40209",https://www.daysofthedead.com/,[]
647,Baxter Avenue Morgue,"451 Baxter AvenueLouisville, KY 40204",http://www.findahaunt.com/boo/?s=http://www.baxtermorgue.com/,[]
648,Haunted Hotel KY,"3000 S 4th StLouisville, KY 40208",https://www.hauntedhotelky.com/,['502-634-4478']
649,The Haunted Necropolis on Crown Top,"7810 Crown Top Roadlouisville, KY 40241",http://www.findahaunt.com/boo/?s=http://www.HauntedCrownTop.com,['502-429-0165']
650,Haunted Culbertson Mansion,"914 E Main StNew Albany, IN 47150",http://www.findahaunt.com/boo/?s=http://www.hauntedculbertson.org/,['812-944-9600']
651,Haunted Train Bakers Junction,"7898 s Fairfax Rd.Bloomington, IN 47401",https://bakersjunctionhauntedtrain.com/,['812-824-2158']
652,Hopeless Hollow Haunted Trail,"4277 S. Co. Rd 60 SWGreensburg, IN 47240",http://www.findahaunt.com/boo/?s=http://www.hopelesshollow.com/,['812-716-0054']
653,Fear Factory,"7 South Eastern AvenueBatesville, IN 47006",https://fearfactorybatesville.com/,['513-519-9936']
654,MKPF Haunted Corn Maze,"1650 North 800 EastFranklin, IN 46131",http://www.findahaunt.com/boo/?s=http://www.mkpf.com,[]
655,The Mt Healthy Haunted Hall,"7700 Seward AveCincinnati, OH 45231",http://www.findahaunt.com/boo/?s=http://www.hauntedhallinfo.com/,['513-729-1974']
656,Haunted Cincinnati Tours,"5 Village SqCincinnati, OH 45246",https://www.hauntedcincinnatitours.com/,[]
657,Land of Illusion - Haunted Scream Park,"8762 Thomas RdMiddletown, OH 45042",https://haunt.landofillusion.com/,['513-423-9960']
658,Halloween Haunt at Kings Island,"6300 Kings Island DriveKings Mills, OH 45034",https://www.visitkingsisland.com/,['513-754-5700']
659,Sandric Cemetery - Halloween Home Yard Display Haunt,"http://www.sandcem.comLiberty Township, OH 45044",https://www.sandcem.com/,[]
660,Hanna Haunted Acres,"7323 E. Hanna Ave.Indianapolis, IN 46239",https://hannahauntedacres.com/,['317-357-0881']
661,Haunted Angelus,"8829 E. Washington AVEIndianapolis, IN 46219",http://www.findahaunt.com/boo/?s=http://www.500grim.com/,['317-500-4746']
662,House of Trepidation,"1929 S Meridian StreetIndianapolis, IN 46225",https://houseoftrepidation.com/,['317-912-3845']
663,Hall's Haunted Halls,"5955 W. Hurt Rd.Monrovia, IN 46157",http://www.findahaunt.com/boo/?s=http://hallcivic.org/?page_id=83,['317-430-8023']
664,Piney Acres Scream Farm,"1115 E. 1000 NorthFortville, IN 46040",http://www.findahaunt.com/boo/?s=http://www.pineyacresscreamfarm.com,['317-326-1700']
665,Brimstone Haunt,"472 Brimstone RdWilmington, OH 45177",http://www.findahaunt.com/boo/?s=http://www.brimstonehaunt.com,['513-409-0644']
666,Fright Manor Haunted House,"2909 South Meridian StreetIndianapolis, IN 46225",https://www.frightmanor.com/,['317-883-7666']
667,THE WARE MANOR - presents ,"10083 N Cliff Swallow Ct.Miamisburg, OH 45342",cannot find,[]
668,Pergamum: Where the Dead Come to Life,"303 W. Lytle 5 Points RdSpringboro, OH 45066",http://www.findahaunt.com/boo/?s=http://pergamumhaunt.weebly.com,['740-274-9580']
669,Necropolis,"2525 N Shadeland AveIndianapolis, IN 46219",http://www.findahaunt.com/boo/?s=http://www.darkarmies.com/necropolis-haunted-house/,['317-353-1987']
670,The Children's Museum Guild's Haunted House,"3000 North Meridian StreetIndianapolis, IN 46208",https://www.childrensmuseum.org/exhibits/haunted-house,['317-334-4000']
671,Barnhill Haunt,"3026 W Barnhill PlaceXenia, OH 45385",cannot find,[]
672,Indy Scream Park,"5211 S New Columbus RdAnderson, IN 46013",https://www.indyscreampark.com/,[]
673,Stillwell Manor Haunted House,"1704 E 60th StAnderson, IN 46013",http://www.findahaunt.com/boo/?s=http://stillwellmanor.com,['765-393-1645']
674,Riverside Jaycees Haunted Castle of Carnage & Trail,"1213 Old Harshman RdRiverside, OH 45431",http://www.findahaunt.com/boo/?s=http://www.riverside-jaycees.com/,['937-254-2576']
675,Lyles Station Corn Maze,"953 N. County Road, 500 W.Princeton, IN 47670",http://www.findahaunt.com/boo/?s=http://www.lylesstation.org/,[]
676,Young's Corn Maze & Wagon Rides,"6880 Springfield-Xenia RdYellow Springs, OH 45387",https://youngsdairy.com/,[]
677,Maze of Insanity,"6995 Springfield Jamestown RoadSpringfield, OH 45502",http://www.findahaunt.com/boo/?s=http://www.mickeymaze.com/,['937-206-4174']
678,The Legends of Horror,"6995 Springfield - Jamestown RoadSpringfield, OH 45502",http://www.findahaunt.com/boo/?s=http://thelegendsofhorror.com,['937-206-4066']
679,Terror Maze,"6988 Springfield Jamestown RoadSpringfield, OH 45502",http://www.findahaunt.com/boo/?s=http://www.terrormaze.com/,['937-215-2905']
680,Massacre Mill Haunted Woods,"6129 Reed RdAnsonia, OH 45303",http://www.findahaunt.com/boo/?s=http://www.darkecountysteam.com/events.htm,['937-417-3745']
681,Collins Little Shop of Horror,"309 East Ward StreetUrbana, OH 43078",https://www.facebook.com/collinslittleshop.ofhorror,[]
682,Sidney Haunted Woods,"2232 W. Russell RdSidney, OH 45365",http://www.findahaunt.com/boo/?s=http://sidneyhauntedwoods.moonfruit.com/,['937-498-9528']
683,The MAiZE Field of Fright,"8657 Axe Handle RdMilford Center, OH 43045",https://www.mazeandberries.com/field-of-fright/,['937-349-4781']
684,Scarevania Haunted House,"1911 North Granville AveMuncie, IN 47303",http://www.findahaunt.com/boo/?s=http://www.scarevania.com/,[]
685,Raven's Curse,"302 Swan AveCentralia, IL 62801",https://www.ravenscurse.com/,['618-545-0016']
686,Purgatory - House of Unrested Souls,"12630 Country Road 216Findlay, OH 45840",https://purgatoryohio.com/,[]
687,Haunted Town Hall,"103 north high streetLafayette, OH 45854",http://www.findahaunt.com/boo/?s=http://www.hauntedtownhall.com,['567-204-7695']
